   64.000000000000000     
   64.000000000000000     
   128.00000000000000     
     1  0.5605752E+01  0.2010115E+02  0.5755515E+02 -0.1894824E-02 -0.2471108E-02  0.2227213E-02
     2  0.4209425E+02  0.2030345E+02  0.5638639E+02 -0.4635828E-03 -0.1010231E-02  0.3794803E-03
     3  0.3500221E+02  0.5792670E+02  0.8046361E+02  0.1117388E-02  0.8843100E-03 -0.3039972E-03
     4  0.1145989E+02  0.3028167E+02  0.6016517E+02  0.1286594E-02  0.1998539E-02 -0.8801049E-03
     5  0.4079615E+02  0.4929109E+02  0.1640587E+02 -0.1477062E-02 -0.1491348E-02  0.3849635E-03
     6  0.1686491E+02  0.3121771E+02  0.1865583E+02 -0.1552387E-02 -0.4073655E-02  0.3073962E-02
     7  0.2288438E+08 -0.1293890E+08 -0.2895000E+09  0.6632576E-18 -0.2503902E-18 -0.1534448E-03
     8  0.9204605E+01  0.3773517E+02  0.1171525E+03  0.4640411E-03 -0.5642764E-03  0.1434551E-02
     9  0.4307455E+02  0.2759648E+02  0.5860362E+02 -0.1208708E-02 -0.1818611E-02 -0.1200256E-02
    10 -0.2920848E+10 -0.4077641E+10 -0.7709984E+10  0.5581889E-18 -0.3953436E-18 -0.1534448E-03
    11  0.1642079E+02  0.5696409E+02  0.1088128E+03 -0.7902048E-03  0.3148210E-03 -0.1483565E-02
    12  0.3508956E+02  0.4050534E+02  0.1213298E+03 -0.3379611E-03 -0.1000377E-03 -0.1378067E-03
    13  0.2507211E+02  0.9906354E+00  0.2111538E+02  0.6230879E-03 -0.2022150E-03  0.1347169E-02
    14  0.2428081E+02  0.3407205E+02  0.6586081E+02  0.2680935E-03  0.5022775E-03  0.4005081E-03
    15  0.5470409E+01  0.1125307E+02  0.1033803E+03 -0.3188523E-03  0.5200117E-03  0.5509082E-03
    16  0.5657860E+02  0.3439981E+02  0.1108027E+03 -0.3140057E-02 -0.1240242E-02  0.1055720E-03
    17  0.5622742E+02  0.1779234E+02  0.9620009E+00 -0.3792053E-03 -0.2348187E-03  0.3829709E-04
    18  0.2546665E+02  0.3194082E+02  0.5919850E+02 -0.2584841E-03 -0.1359000E-02 -0.1426059E-02
    19  0.1733962E+02  0.3213545E+02  0.4956115E+02 -0.1741649E-02 -0.1820707E-02  0.1612817E-02
    20  0.4272865E+02  0.2618627E+02  0.1025443E+03  0.1283409E-02 -0.1512051E-02  0.1613730E-02
    21  0.2059169E+02  0.5441267E+02  0.7304859E+02 -0.5573083E-03  0.2641732E-02  0.6342397E-03
    22  0.2441489E+02  0.3442135E+02  0.3845398E+02  0.2138769E-02  0.1568663E-02 -0.2724408E-03
    23  0.5120722E+02  0.3649133E+02  0.7481825E+02 -0.2532123E-03 -0.8175653E-03  0.7048077E-03
    24  0.2284230E+02  0.4156578E+02  0.5034099E+02  0.2242189E-02 -0.2026586E-02  0.1123920E-02
    25  0.3768096E+02  0.3823293E+02  0.4120468E+02 -0.2872741E-03  0.1196763E-02 -0.7892116E-04
    26  0.2884730E+02  0.5428341E+02  0.2639709E+02  0.1022057E-02 -0.2406145E-02 -0.4684431E-03
    27  0.2054795E+02  0.3523397E+02  0.5672153E+01  0.1702639E-03 -0.1695925E-02 -0.3069294E-03
    28  0.6185201E+00  0.1643606E+02  0.6169947E+02  0.1008694E-02 -0.1315563E-02 -0.1106265E-02
    29  0.6281803E+02  0.2236064E+02  0.6524774E+02  0.7921898E-03  0.1459651E-02  0.2199135E-03
    30 -0.4442147E+08  0.1111639E+09  0.4022179E+02  0.6604406E-18 -0.2450717E-18 -0.1534448E-03
    31  0.4599287E+02  0.4940580E+02  0.2727887E+02 -0.1359254E-02  0.1902787E-02  0.4867593E-04
    32  0.1441184E+02  0.3779029E+02  0.6203161E+02 -0.1363957E-02  0.1410734E-02  0.5642671E-03
    33  0.4408794E+02  0.2206622E+02  0.9480761E+02  0.2070484E-03 -0.2216902E-02  0.6339876E-04
    34  0.8373072E+01  0.2497898E+02  0.6768051E+02 -0.7494140E-03  0.1494677E-02 -0.6819271E-05
    35  0.2416173E+01  0.2316061E+02  0.7166565E+02  0.5167534E-03  0.5018895E-03 -0.5965563E-03
    36  0.4484660E+02  0.2192385E+02  0.1077549E+03  0.1815152E-02  0.1148838E-02 -0.4940817E-03
    37  0.5570564E+02  0.5423724E+02  0.1544135E+02  0.6999160E-03  0.6113947E-03  0.4129208E-03
    38  0.3932511E+02  0.2102386E+02  0.9891137E+02 -0.1019677E-02 -0.4389165E-03  0.3262602E-04
    39 -0.2288445E+08  0.1293894E+08  0.2894998E+09  0.6615346E-18 -0.2493765E-18 -0.1534448E-03
    40  0.6276293E+02  0.3571552E+02  0.1114146E+03  0.4127995E-03 -0.1622534E-02 -0.1324529E-02
    41  0.4942648E+02  0.3193129E+02  0.9472465E+02 -0.1058429E-02 -0.7276345E-03  0.8843257E-03
    42  0.2920848E+10  0.4077641E+10  0.7709984E+10  0.7666033E-18 -0.1044232E-18 -0.1534448E-03
    43  0.4557562E+02  0.5337343E+02  0.1406552E+02  0.2139634E-04 -0.4327939E-03  0.9785200E-03
    44  0.4050341E+02  0.3742878E+02  0.6089888E+02  0.3633477E-03  0.1871756E-02 -0.9070620E-03
    45  0.2090346E+02  0.3539485E+02  0.7076168E+02 -0.2061403E-03 -0.1037372E-02 -0.1338301E-02
    46 -0.2457575E+10  0.6895378E+09  0.4132108E+10 -0.2940622E-09  0.8261629E-10 -0.1534443E-03
    47  0.3417634E+02  0.1464118E+02  0.5611479E+02  0.1610152E-02  0.4655980E-03 -0.4327939E-03
    48  0.3780645E+02  0.3093573E+02  0.6012644E+02  0.2082801E-02 -0.1944709E-02  0.3137076E-02
    49  0.2457576E+10 -0.6895374E+09 -0.4132109E+10  0.2940623E-09 -0.8261624E-10 -0.1534453E-03
    50  0.8091849E+01  0.1828187E+02  0.1025943E+03  0.1000194E-03  0.1822142E-03  0.6383469E-04
