      1    128    200
       64.00000       64.00000      128.00000
      0      1
  0.2600000E+02  0.1800000E+02  0.9000000E+02
  0.2600000E+02  0.2600000E+02  0.9000000E+02
  0.2600000E+02  0.3400000E+02  0.9000000E+02
  0.2600000E+02  0.4200000E+02  0.9000000E+02
  0.3000000E+02  0.2200000E+02  0.9000000E+02
  0.3000000E+02  0.3000000E+02  0.9000000E+02
  0.3000000E+02  0.3800000E+02  0.9000000E+02
  0.3000000E+02  0.4600000E+02  0.9000000E+02
  0.3400000E+02  0.1800000E+02  0.9000000E+02
  0.3400000E+02  0.2600000E+02  0.9000000E+02
  0.3400000E+02  0.3400000E+02  0.9000000E+02
  0.3400000E+02  0.4200000E+02  0.9000000E+02
  0.3800000E+02  0.2200000E+02  0.9000000E+02
  0.3800000E+02  0.3000000E+02  0.9000000E+02
  0.3800000E+02  0.3800000E+02  0.9000000E+02
  0.3800000E+02  0.4600000E+02  0.9000000E+02
  0.2600000E+02  0.2200000E+02  0.9400000E+02
  0.2600000E+02  0.3000000E+02  0.9400000E+02
  0.2600000E+02  0.3800000E+02  0.9400000E+02
  0.2600000E+02  0.4600000E+02  0.9400000E+02
  0.3000000E+02  0.1800000E+02  0.9400000E+02
  0.3000000E+02  0.2600000E+02  0.9400000E+02
  0.3000000E+02  0.3400000E+02  0.9400000E+02
  0.3000000E+02  0.4200000E+02  0.9400000E+02
  0.3400000E+02  0.2200000E+02  0.9400000E+02
  0.3400000E+02  0.3000000E+02  0.9400000E+02
  0.3400000E+02  0.3800000E+02  0.9400000E+02
  0.3400000E+02  0.4600000E+02  0.9400000E+02
  0.3800000E+02  0.1800000E+02  0.9400000E+02
  0.3800000E+02  0.2600000E+02  0.9400000E+02
  0.3800000E+02  0.3400000E+02  0.9400000E+02
  0.3800000E+02  0.4200000E+02  0.9400000E+02
  0.2600000E+02  0.1800000E+02  0.9800000E+02
  0.2600000E+02  0.2600000E+02  0.9800000E+02
  0.2600000E+02  0.3400000E+02  0.9800000E+02
  0.2600000E+02  0.4200000E+02  0.9800000E+02
  0.3000000E+02  0.2200000E+02  0.9800000E+02
  0.3000000E+02  0.3000000E+02  0.9800000E+02
  0.3000000E+02  0.3800000E+02  0.9800000E+02
  0.3000000E+02  0.4600000E+02  0.9800000E+02
  0.3400000E+02  0.1800000E+02  0.9800000E+02
  0.3400000E+02  0.2600000E+02  0.9800000E+02
  0.3400000E+02  0.3400000E+02  0.9800000E+02
  0.3400000E+02  0.4200000E+02  0.9800000E+02
  0.3800000E+02  0.2200000E+02  0.9800000E+02
  0.3800000E+02  0.3000000E+02  0.9800000E+02
  0.3800000E+02  0.3800000E+02  0.9800000E+02
  0.3800000E+02  0.4600000E+02  0.9800000E+02
  0.2600000E+02  0.2200000E+02  0.1020000E+03
  0.2600000E+02  0.3000000E+02  0.1020000E+03
  0.2600000E+02  0.3800000E+02  0.1020000E+03
  0.2600000E+02  0.4600000E+02  0.1020000E+03
  0.3000000E+02  0.1800000E+02  0.1020000E+03
  0.3000000E+02  0.2600000E+02  0.1020000E+03
  0.3000000E+02  0.3400000E+02  0.1020000E+03
  0.3000000E+02  0.4200000E+02  0.1020000E+03
  0.3400000E+02  0.2200000E+02  0.1020000E+03
  0.3400000E+02  0.3000000E+02  0.1020000E+03
  0.3400000E+02  0.3800000E+02  0.1020000E+03
  0.3400000E+02  0.4600000E+02  0.1020000E+03
  0.3800000E+02  0.1800000E+02  0.1020000E+03
  0.3800000E+02  0.2600000E+02  0.1020000E+03
  0.3800000E+02  0.3400000E+02  0.1020000E+03
  0.3800000E+02  0.4200000E+02  0.1020000E+03
  0.2600000E+02  0.1800000E+02  0.2600000E+02
  0.2600000E+02  0.2600000E+02  0.2600000E+02
  0.2600000E+02  0.3400000E+02  0.2600000E+02
  0.2600000E+02  0.4200000E+02  0.2600000E+02
  0.3000000E+02  0.2200000E+02  0.2600000E+02
  0.3000000E+02  0.3000000E+02  0.2600000E+02
  0.3000000E+02  0.3800000E+02  0.2600000E+02
  0.3000000E+02  0.4600000E+02  0.2600000E+02
  0.3400000E+02  0.1800000E+02  0.2600000E+02
  0.3400000E+02  0.2600000E+02  0.2600000E+02
  0.3400000E+02  0.3400000E+02  0.2600000E+02
  0.3400000E+02  0.4200000E+02  0.2600000E+02
  0.3800000E+02  0.2200000E+02  0.2600000E+02
