      1     64    200
      256.00000      256.00000      256.00000
      0      1
  0.1220000E+03  0.1140000E+03  0.1220000E+03
  0.1220000E+03  0.1220000E+03  0.1220000E+03
  0.1220000E+03  0.1300000E+03  0.1220000E+03
  0.1220000E+03  0.1380000E+03  0.1220000E+03
  0.1260000E+03  0.1180000E+03  0.1220000E+03
  0.1260000E+03  0.1260000E+03  0.1220000E+03
  0.1260000E+03  0.1340000E+03  0.1220000E+03
  0.1260000E+03  0.1420000E+03  0.1220000E+03
  0.1300000E+03  0.1140000E+03  0.1220000E+03
  0.1300000E+03  0.1220000E+03  0.1220000E+03
  0.1300000E+03  0.1300000E+03  0.1220000E+03
  0.1300000E+03  0.1380000E+03  0.1220000E+03
  0.1340000E+03  0.1180000E+03  0.1220000E+03
  0.1340000E+03  0.1260000E+03  0.1220000E+03
  0.1340000E+03  0.1340000E+03  0.1220000E+03
  0.1340000E+03  0.1420000E+03  0.1220000E+03
  0.1220000E+03  0.1180000E+03  0.1260000E+03
  0.1220000E+03  0.1260000E+03  0.1260000E+03
  0.1220000E+03  0.1340000E+03  0.1260000E+03
  0.1220000E+03  0.1420000E+03  0.1260000E+03
  0.1260000E+03  0.1140000E+03  0.1260000E+03
  0.1260000E+03  0.1220000E+03  0.1260000E+03
  0.1260000E+03  0.1300000E+03  0.1260000E+03
  0.1260000E+03  0.1380000E+03  0.1260000E+03
  0.1300000E+03  0.1180000E+03  0.1260000E+03
  0.1300000E+03  0.1260000E+03  0.1260000E+03
  0.1300000E+03  0.1340000E+03  0.1260000E+03
  0.1300000E+03  0.1420000E+03  0.1260000E+03
  0.1340000E+03  0.1140000E+03  0.1260000E+03
  0.1340000E+03  0.1220000E+03  0.1260000E+03
  0.1340000E+03  0.1300000E+03  0.1260000E+03
  0.1340000E+03  0.1380000E+03  0.1260000E+03
  0.1220000E+03  0.1140000E+03  0.1300000E+03
  0.1220000E+03  0.1220000E+03  0.1300000E+03
  0.1220000E+03  0.1300000E+03  0.1300000E+03
  0.1220000E+03  0.1380000E+03  0.1300000E+03
  0.1260000E+03  0.1180000E+03  0.1300000E+03
  0.1260000E+03  0.1260000E+03  0.1300000E+03
  0.1260000E+03  0.1340000E+03  0.1300000E+03
