   64.000000000000000     
   64.000000000000000     
   64.000000000000000     
     1  0.1945332E+02  0.2081028E+02  0.3513528E+02 -0.2072744E-02  0.5937718E-03  0.6449289E-03
     2  0.2960864E+02  0.2826418E+02  0.3134536E+02  0.9722506E-03 -0.1591774E-02 -0.5052552E-03
     3  0.3565247E+02  0.3526804E+02  0.2606387E+02 -0.1050113E-02  0.2238897E-03 -0.2294214E-02
     4  0.4185021E+02  0.3445183E+02  0.2037454E+02 -0.3965219E-03 -0.1267299E-02 -0.5485020E-03
     5  0.3139554E+02  0.2268965E+02  0.2897370E+02 -0.2368040E-03 -0.3100284E-03  0.9760620E-03
     6  0.4638431E+02  0.3093528E+02  0.2714204E+02 -0.2755362E-02  0.1517058E-02 -0.1438093E-02
     7  0.4008553E+02  0.2846601E+02  0.2442265E+02 -0.9949077E-03 -0.3826355E-03  0.4749750E-03
     8  0.2789965E+02  0.1690736E+02  0.2007795E+02 -0.3890961E-03  0.1427610E-02 -0.1864224E-02
     9  0.4814388E+02  0.3727886E+02  0.2903958E+02 -0.9291335E-04  0.1397634E-03  0.1423758E-02
    10  0.3801510E+02  0.2464438E+02  0.2979710E+02 -0.8981421E-03  0.2123378E-02 -0.3360488E-03
    11  0.4211173E+02  0.3611450E+02  0.2719019E+02  0.5580453E-03  0.6015916E-03 -0.1606231E-02
    12  0.1341532E+02  0.2295279E+02  0.3421837E+02  0.4087330E-02 -0.5925205E-03 -0.1051742E-02
    13  0.1872001E+02  0.2115145E+02  0.2863461E+02 -0.6884070E-03 -0.1966869E-03  0.8909991E-03
    14  0.3439888E+02  0.1629263E+02  0.2783862E+02  0.1323855E-02  0.7036140E-03  0.1093094E-02
    15  0.3869655E+02  0.4648202E+02  0.3515663E+02  0.1399810E-02 -0.2000365E-03 -0.4904092E-04
    16  0.3092689E+02  0.3831374E+02  0.2213242E+02  0.3248742E-04  0.3687888E-05  0.1127654E-02
    17  0.2770566E+02  0.3867266E+02  0.3442157E+02 -0.1388229E-02 -0.2028170E-02  0.9588586E-03
    18  0.2575552E+02  0.2718411E+02  0.1859618E+02 -0.2231953E-02  0.3857100E-03 -0.2492821E-03
    19  0.2371986E+02  0.2120832E+02  0.2466532E+02 -0.6392993E-03  0.3053914E-02  0.2099459E-04
    20  0.3262371E+02  0.2503975E+02  0.2089522E+02 -0.3678335E-03  0.1744417E-02  0.8181875E-03
    21  0.2786692E+02  0.2661508E+02  0.2498334E+02  0.3360574E-02  0.1732798E-02  0.1530756E-02
