     1  0.1239999E-02  0.1427983E-02 -0.1752307E-02
     2  0.7541231E-03 -0.9223962E-03 -0.2390479E-02
     3 -0.1247402E-02  0.1861397E-02  0.5731165E-03
     4 -0.1268886E-03  0.1007493E-02 -0.2446209E-02
     5 -0.1743431E-02 -0.2038606E-03  0.1401577E-02
     6  0.1466705E-02  0.6314088E-03  0.1555005E-02
     7 -0.7433815E-03 -0.7003711E-03 -0.2467397E-02
     8  0.1328908E-02 -0.2054913E-02 -0.4802142E-04
     9  0.1035146E-06 -0.4258652E-04  0.2160241E-02
    10  0.1316136E-02 -0.5780578E-03 -0.2229321E-02
    11 -0.1288189E-02  0.2019535E-03 -0.2295398E-02
    12 -0.2285884E-02  0.4607877E-03  0.3355919E-03
    13  0.4158787E-03  0.1946506E-02  0.1072516E-02
    14  0.2219122E-02 -0.2859727E-04  0.7311765E-03
    15  0.1724380E-02  0.4359234E-03  0.1383083E-02
    16  0.4894020E-04  0.2122082E-02  0.8419278E-03
    17  0.2212776E-03 -0.2066860E-02  0.1038797E-02
    18 -0.1554917E-05  0.1465993E-03  0.2153501E-02
    19 -0.1885714E-02  0.4825261E-04 -0.1770380E-02
    20  0.2314105E-02 -0.7608708E-03 -0.4385639E-03
    21 -0.1487243E-02 -0.1122671E-02  0.1301307E-02
    22 -0.9244349E-04  0.7973997E-03 -0.2536341E-02
    23  0.2120937E-02 -0.1198466E-02 -0.2512314E-04
    24 -0.2912991E-03 -0.9655344E-03 -0.2479286E-02
    25 -0.1303818E-02 -0.1924451E-02 -0.1019843E-02
    26  0.5892822E-03  0.2275882E-02 -0.7084346E-03
    27  0.3873406E-03  0.8946227E-03  0.1943066E-02
    28 -0.9076053E-03 -0.1086714E-02  0.1717717E-02
    29 -0.6745088E-03  0.4088514E-03  0.2019173E-02
    30 -0.2044955E-03  0.6380851E-03  0.2055325E-02
    31  0.8095635E-03  0.1509076E-02 -0.1950716E-02
    32 -0.3545684E-03 -0.5770873E-03  0.2070440E-02
    33 -0.6362989E-03  0.2220893E-02 -0.8703032E-03
    34 -0.1404618E-02  0.1504267E-02 -0.1489576E-02
    35 -0.1317420E-02  0.1331187E-02  0.1236148E-02
    36  0.8626924E-03 -0.2158723E-02  0.5302336E-03
    37 -0.4682516E-04  0.1590440E-02  0.1534116E-02
    38  0.2100283E-02 -0.3074879E-03 -0.1456167E-02
    39 -0.1038010E-03  0.1048296E-03  0.2153639E-02
    40 -0.1144140E-02  0.2959786E-03 -0.2367861E-02
    41 -0.3548732E-03 -0.1457670E-02  0.1663864E-02
    42  0.1766286E-02 -0.1473796E-02  0.5807436E-03
    43  0.2227260E-02  0.6606009E-03  0.4222802E-03
    44  0.5787949E-04 -0.2183183E-02 -0.1380832E-02
    45 -0.1634058E-02 -0.1492677E-02 -0.1283917E-02
    46  0.7573520E-04  0.1093247E-02  0.1881010E-02
    47  0.1449455E-04  0.1287720E-03 -0.2680274E-02
    48 -0.1037245E-02 -0.1025439E-02 -0.2210283E-02
    49  0.1519257E-02 -0.1871880E-02  0.1996067E-03
    50 -0.6308598E-04  0.3451129E-03 -0.2654804E-02
    51 -0.2300964E-03  0.7393686E-04  0.2145992E-02
    52 -0.5692116E-03 -0.2235547E-02 -0.1093367E-02
    53 -0.7085959E-03 -0.2087290E-02  0.8049649E-03
    54  0.2236524E-02  0.9888009E-05  0.6905456E-03
    55 -0.5113630E-03  0.2326430E-02 -0.9619148E-04
    56 -0.2388859E-02 -0.3460256E-03 -0.1133459E-03
    57 -0.2192369E-02  0.7099280E-03  0.4227258E-03
    58 -0.7703841E-03 -0.1226229E-03  0.2029678E-02
    59  0.1416016E-02 -0.1741543E-02 -0.1251151E-02
    60  0.8645859E-04  0.2306461E-02  0.3591984E-03
    61  0.8103384E-03  0.1830697E-02  0.1060863E-02
    62 -0.2255309E-02 -0.4387661E-04 -0.1124279E-02
    63  0.2220311E-02 -0.7378256E-03  0.4354163E-03
    64 -0.3433537E-03  0.1720515E-03  0.2125585E-02
     1  0.1112145E-02  0.1300019E-02 -0.1879772E-02
     2  0.5622694E-03 -0.9207353E-03 -0.2580709E-02
     3 -0.1438147E-02  0.1859104E-02  0.3820791E-03
     4 -0.3194593E-03  0.1001585E-02 -0.2638425E-02
     5 -0.1735768E-02 -0.1975693E-03  0.1143858E-02
     6  0.1470500E-02  0.6312319E-03  0.1298390E-02
     7 -0.7368626E-03 -0.7011496E-03 -0.2721451E-02
     8  0.1333204E-02 -0.1860573E-02 -0.2414654E-03
     9 -0.4712231E-05 -0.2352314E-03  0.1966869E-02
    10  0.1309547E-02 -0.5765148E-03 -0.2483380E-02
    11 -0.1291877E-02  0.2030394E-03 -0.2550180E-02
    12 -0.2287776E-02  0.4531300E-03  0.7866854E-04
    13  0.6086121E-03  0.1950529E-02  0.8804864E-03
    14  0.2409789E-02 -0.2854098E-04  0.5398600E-03
    15  0.1914516E-02  0.4362440E-03  0.1191139E-02
    16  0.1751643E-03  0.2247952E-02  0.7157375E-03
    17 -0.3591009E-04 -0.2057620E-02  0.1043577E-02
    18 -0.2569281E-03  0.1474675E-03  0.2156891E-02
    19 -0.2139174E-02  0.4740007E-04 -0.1763084E-02
    20  0.2120126E-02 -0.5684541E-03 -0.4340208E-03
    21 -0.1480523E-02 -0.1379700E-02  0.1307029E-02
    22 -0.8362002E-04  0.7973674E-03 -0.2526005E-02
    23  0.2125845E-02 -0.1195031E-02 -0.1640583E-04
    24 -0.2848804E-03 -0.9754925E-03 -0.2469321E-02
    25 -0.1311336E-02 -0.1913806E-02 -0.1011076E-02
    26  0.5833671E-03  0.2273109E-02 -0.7001270E-03
    27  0.3776725E-03  0.8915536E-03  0.1946766E-02
    28 -0.9128227E-03 -0.8293661E-03  0.1721741E-02
    29 -0.4814011E-03  0.2156822E-03  0.2022746E-02
    30  0.5029119E-04  0.6389409E-03  0.2060363E-02
    31  0.1064515E-02  0.1507438E-02 -0.1943853E-02
    32 -0.9725467E-04 -0.5823232E-03  0.2072575E-02
    33 -0.8291509E-03  0.2027081E-02 -0.8738582E-03
    34 -0.1658544E-02  0.1502964E-02 -0.1493991E-02
    35 -0.1571435E-02  0.1331120E-02  0.1228368E-02
    36  0.6051527E-03 -0.2164587E-02  0.5227887E-03
    37 -0.3922233E-04  0.1597958E-02  0.1524651E-02
    38  0.2107435E-02 -0.3069499E-03 -0.1461848E-02
    39 -0.9685067E-04  0.1028978E-03  0.2142384E-02
    40 -0.1137189E-02  0.5515858E-03 -0.2371038E-02
    41 -0.3613797E-03 -0.1713970E-02  0.1658010E-02
    42  0.1756173E-02 -0.1470540E-02  0.5705549E-03
    43  0.2218028E-02  0.6593167E-03  0.4147320E-03
    44  0.4881999E-04 -0.2188582E-02 -0.1384250E-02
