  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2009740E-17  0.1742599E-17  0.2671410E-18  0.2015490E+03
 -0.1287433E-17 -0.1551775E-17  0.2643419E-18  0.1994372E+03
 -0.1187211E-17 -0.1449932E-17  0.2627207E-18  0.1982141E+03
 -0.1044685E-17 -0.1307606E-17  0.2629203E-18  0.1983646E+03
 -0.9412290E-18 -0.1205106E-17  0.2638770E-18  0.1990864E+03
 -0.8518248E-18 -0.1115275E-17  0.2634498E-18  0.1987641E+03
 -0.8167055E-18 -0.1082203E-17  0.2654975E-18  0.2003090E+03
 -0.7735485E-18 -0.1038449E-17  0.2649010E-18  0.1998590E+03
 -0.7692481E-18 -0.1033728E-17  0.2644803E-18  0.1995416E+03
 -0.7521146E-18 -0.1017408E-17  0.2652934E-18  0.2001551E+03
 -0.7813954E-18 -0.1046555E-17  0.2651600E-18  0.2000544E+03
 -0.8372769E-18 -0.1103310E-17  0.2660335E-18  0.2007134E+03
 -0.8965536E-18 -0.1161320E-17  0.2647666E-18  0.1997576E+03
 -0.8704361E-18 -0.1136631E-17  0.2661950E-18  0.2008352E+03
 -0.9031885E-18 -0.1168286E-17  0.2650974E-18  0.2000072E+03
 -0.9320930E-18 -0.1197531E-17  0.2654380E-18  0.2002642E+03
 -0.9437238E-18 -0.1208515E-17  0.2647915E-18  0.1997764E+03
 -0.9492217E-18 -0.1214108E-17  0.2648860E-18  0.1998476E+03
 -0.9446874E-18 -0.1209500E-17  0.2648124E-18  0.1997922E+03
 -0.9248491E-18 -0.1188912E-17  0.2640627E-18  0.1992265E+03
 -0.9157106E-18 -0.1180172E-17  0.2644613E-18  0.1995273E+03
 -0.9270122E-18 -0.1191885E-17  0.2648723E-18  0.1998373E+03
 -0.9145964E-18 -0.1179811E-17  0.2652143E-18  0.2000954E+03
 -0.9122103E-18 -0.1177686E-17  0.2654755E-18  0.2002925E+03
 -0.9036327E-18 -0.1168034E-17  0.2644015E-18  0.1994821E+03
 -0.9197311E-18 -0.1184581E-17  0.2648495E-18  0.1998202E+03
 -0.9307253E-18 -0.1195792E-17  0.2650671E-18  0.1999843E+03
 -0.9416899E-18 -0.1206542E-17  0.2648516E-18  0.1998217E+03
 -0.9468624E-18 -0.1213111E-17  0.2662487E-18  0.2008758E+03
 -0.9650781E-18 -0.1230633E-17  0.2655550E-18  0.2003524E+03
 -0.9701396E-18 -0.1234945E-17  0.2648056E-18  0.1997870E+03
 -0.9735854E-18 -0.1238939E-17  0.2653539E-18  0.2002007E+03
 -0.9823917E-18 -0.1247840E-17  0.2654487E-18  0.2002722E+03
 -0.9698070E-18 -0.1234633E-17  0.2648262E-18  0.1998025E+03
 -0.9559048E-18 -0.1221478E-17  0.2655728E-18  0.2003658E+03
 -0.9418401E-18 -0.1205791E-17  0.2639505E-18  0.1991419E+03
 -0.9490433E-18 -0.1213331E-17  0.2642880E-18  0.1993965E+03
 -0.8904278E-18 -0.1154500E-17  0.2640720E-18  0.1992335E+03
 -0.8822284E-18 -0.1147417E-17  0.2651886E-18  0.2000760E+03
 -0.8774964E-18 -0.1142903E-17  0.2654065E-18  0.2002403E+03
 -0.8786047E-18 -0.1142657E-17  0.2640527E-18  0.1992190E+03
 -0.8697184E-18 -0.1135865E-17  0.2661470E-18  0.2007990E+03
 -0.9066693E-18 -0.1172063E-17  0.2653936E-18  0.2002306E+03
 -0.9266491E-18 -0.1191671E-17  0.2650218E-18  0.1999501E+03
 -0.9402176E-18 -0.1205272E-17  0.2650545E-18  0.1999748E+03
 -0.9383823E-18 -0.1203686E-17  0.2653036E-18  0.2001627E+03
 -0.9258566E-18 -0.1190971E-17  0.2651145E-18  0.2000201E+03
 -0.9401294E-18 -0.1206033E-17  0.2659040E-18  0.2006157E+03
 -0.9627398E-18 -0.1226873E-17  0.2641334E-18  0.1992798E+03
 -0.9548249E-18 -0.1220524E-17  0.2656988E-18  0.2004609E+03
 -0.9506015E-18 -0.1215171E-17  0.2645699E-18  0.1996092E+03
 -0.9537976E-18 -0.1219461E-17  0.2656634E-18  0.2004342E+03
 -0.9473235E-18 -0.1212884E-17  0.2655604E-18  0.2003565E+03
 -0.9480153E-18 -0.1212873E-17  0.2648575E-18  0.1998262E+03
 -0.9395689E-18 -0.1205318E-17  0.2657493E-18  0.2004990E+03
 -0.9559761E-18 -0.1220827E-17  0.2648504E-18  0.1998208E+03
 -0.9478495E-18 -0.1212288E-17  0.2644386E-18  0.1995101E+03
 -0.9491484E-18 -0.1214042E-17  0.2648934E-18  0.1998533E+03
 -0.9200736E-18 -0.1185618E-17  0.2655442E-18  0.2003443E+03
 -0.9347899E-18 -0.1200546E-17  0.2657557E-18  0.2005039E+03
 -0.9503190E-18 -0.1214872E-17  0.2645535E-18  0.1995968E+03
 -0.9302491E-18 -0.1196212E-17  0.2659630E-18  0.2006602E+03
 -0.9287852E-18 -0.1194841E-17  0.2660563E-18  0.2007306E+03
 -0.9425087E-18 -0.1207569E-17  0.2650599E-18  0.1999789E+03
 -0.9361554E-18 -0.1200698E-17  0.2645426E-18  0.1995886E+03
 -0.9112968E-18 -0.1176473E-17  0.2651758E-18  0.2000663E+03
 -0.9337507E-18 -0.1199076E-17  0.2653255E-18  0.2001792E+03
 -0.9600221E-18 -0.1225544E-17  0.2655222E-18  0.2003276E+03
 -0.9662998E-18 -0.1231646E-17  0.2653466E-18  0.2001952E+03
 -0.9698140E-18 -0.1234540E-17  0.2647261E-18  0.1997270E+03
 -0.9580642E-18 -0.1222983E-17  0.2649191E-18  0.1998726E+03
 -0.9637080E-18 -0.1228527E-17  0.2648191E-18  0.1997972E+03
 -0.9788009E-18 -0.1243551E-17  0.2647502E-18  0.1997452E+03
 -0.9558558E-18 -0.1221211E-17  0.2653548E-18  0.2002014E+03
 -0.9443511E-18 -0.1209653E-17  0.2653018E-18  0.2001614E+03
 -0.9314444E-18 -0.1196152E-17  0.2647079E-18  0.1997133E+03
 -0.9365196E-18 -0.1201538E-17  0.2650184E-18  0.1999476E+03
 -0.9403887E-18 -0.1205663E-17  0.2652745E-18  0.2001408E+03
 -0.9270429E-18 -0.1191803E-17  0.2647597E-18  0.1997524E+03
 -0.9361062E-18 -0.1201823E-17  0.2657169E-18  0.2004745E+03
 -0.9331902E-18 -0.1198307E-17  0.2651168E-18  0.2000218E+03
 -0.9383272E-18 -0.1202877E-17  0.2645501E-18  0.1995942E+03
 -0.9444703E-18 -0.1210038E-17  0.2655679E-18  0.2003621E+03
 -0.9682185E-18 -0.1232689E-17  0.2644706E-18  0.1995343E+03
 -0.9381254E-18 -0.1204164E-17  0.2660389E-18  0.2007175E+03
 -0.9729567E-18 -0.1238067E-17  0.2651098E-18  0.2000165E+03
 -0.9665360E-18 -0.1231196E-17  0.2646605E-18  0.1996775E+03
 -0.9353457E-18 -0.1200898E-17  0.2655518E-18  0.2003500E+03
 -0.9438126E-18 -0.1209180E-17  0.2653670E-18  0.2002105E+03
 -0.9472789E-18 -0.1212298E-17  0.2650187E-18  0.1999478E+03
 -0.9498625E-18 -0.1214704E-17  0.2648415E-18  0.1998141E+03
 -0.9183808E-18 -0.1183126E-17  0.2647451E-18  0.1997414E+03
 -0.9300651E-18 -0.1195657E-17  0.2655916E-18  0.2003800E+03
 -0.9355587E-18 -0.1200637E-17  0.2650781E-18  0.1999926E+03
 -0.9427315E-18 -0.1207839E-17  0.2651072E-18  0.2000145E+03
 -0.9465320E-18 -0.1211329E-17  0.2647973E-18  0.1997807E+03
 -0.9457175E-18 -0.1210495E-17  0.2647778E-18  0.1997661E+03
 -0.9676765E-18 -0.1233115E-17  0.2654382E-18  0.2002643E+03
 -0.9273516E-18 -0.1193156E-17  0.2658047E-18  0.2005408E+03
 -0.9667943E-18 -0.1232122E-17  0.2653281E-18  0.2001812E+03
 -0.9648564E-18 -0.1229752E-17  0.2648955E-18  0.1998548E+03
 -0.9704332E-18 -0.1235750E-17  0.2653166E-18  0.2001725E+03
 -0.9307834E-18 -0.1195549E-17  0.2647660E-18  0.1997571E+03
 -0.9200874E-18 -0.1185368E-17  0.2652804E-18  0.2001452E+03
 -0.9387429E-18 -0.1203549E-17  0.2648057E-18  0.1997871E+03
 -0.9167015E-18 -0.1182912E-17  0.2662102E-18  0.2008468E+03
 -0.9280079E-18 -0.1192593E-17  0.2645851E-18  0.1996206E+03
 -0.9325684E-18 -0.1197287E-17  0.2647188E-18  0.1997215E+03
 -0.9153961E-18 -0.1181153E-17  0.2657564E-18  0.2005044E+03
 -0.9387598E-18 -0.1204468E-17  0.2657077E-18  0.2004676E+03
 -0.9398386E-18 -0.1204853E-17  0.2650144E-18  0.1999445E+03
 -0.9555375E-18 -0.1221736E-17  0.2661986E-18  0.2008380E+03
 -0.9704523E-18 -0.1236010E-17  0.2655573E-18  0.2003541E+03
 -0.9566686E-18 -0.1220850E-17  0.2641813E-18  0.1993160E+03
 -0.9606298E-18 -0.1227208E-17  0.2665780E-18  0.2011242E+03
 -0.9806929E-18 -0.1244932E-17  0.2642386E-18  0.1993592E+03
 -0.9651374E-18 -0.1230484E-17  0.2653463E-18  0.2001949E+03
 -0.9534136E-18 -0.1218587E-17  0.2651736E-18  0.2000647E+03
 -0.9559815E-18 -0.1221485E-17  0.2655036E-18  0.2003136E+03
 -0.9374195E-18 -0.1202113E-17  0.2646940E-18  0.1997028E+03
 -0.9548110E-18 -0.1219974E-17  0.2651632E-18  0.2000568E+03
 -0.9441756E-18 -0.1208997E-17  0.2648211E-18  0.1997987E+03
 -0.9441109E-18 -0.1209106E-17  0.2649952E-18  0.1999301E+03
 -0.9566169E-18 -0.1221033E-17  0.2644159E-18  0.1994930E+03
 -0.9469026E-18 -0.1212423E-17  0.2655200E-18  0.2003260E+03
 -0.9696516E-18 -0.1234979E-17  0.2653279E-18  0.2001811E+03
 -0.9593795E-18 -0.1223962E-17  0.2645829E-18  0.1996190E+03
 -0.9682219E-18 -0.1233860E-17  0.2656382E-18  0.2004152E+03
 -0.9906631E-18 -0.1255121E-17  0.2644580E-18  0.1995247E+03
 -0.9666725E-18 -0.1231982E-17  0.2653096E-18  0.2001673E+03
 -0.9531750E-18 -0.1218269E-17  0.2650942E-18  0.2000047E+03
 -0.9526289E-18 -0.1216701E-17  0.2640723E-18  0.1992338E+03
 -0.9520371E-18 -0.1216371E-17  0.2643336E-18  0.1994309E+03
 -0.9450574E-18 -0.1209749E-17  0.2646911E-18  0.1997006E+03
 -0.9748637E-18 -0.1240098E-17  0.2652341E-18  0.2001103E+03
 -0.9773242E-18 -0.1242636E-17  0.2653115E-18  0.2001687E+03
 -0.9646059E-18 -0.1229218E-17  0.2646124E-18  0.1996412E+03
 -0.9653822E-18 -0.1230170E-17  0.2647875E-18  0.1997734E+03
 -0.9676526E-18 -0.1232332E-17  0.2646798E-18  0.1996921E+03
 -0.9464784E-18 -0.1211204E-17  0.2647255E-18  0.1997266E+03
 -0.9256983E-18 -0.1191458E-17  0.2657599E-18  0.2005070E+03
 -0.9354450E-18 -0.1200366E-17  0.2649206E-18  0.1998738E+03
 -0.9357858E-18 -0.1202093E-17  0.2663070E-18  0.2009198E+03
 -0.9427376E-18 -0.1207359E-17  0.2646214E-18  0.1996480E+03
 -0.9570580E-18 -0.1221646E-17  0.2645883E-18  0.1996230E+03
 -0.9439079E-18 -0.1208623E-17  0.2647153E-18  0.1997189E+03
 -0.9433462E-18 -0.1207719E-17  0.2643726E-18  0.1994604E+03
 -0.9723289E-18 -0.1237141E-17  0.2648118E-18  0.1997917E+03
 -0.9821890E-18 -0.1246956E-17  0.2647673E-18  0.1997581E+03
 -0.9457060E-18 -0.1210334E-17  0.2646281E-18  0.1996531E+03
 -0.9621370E-18 -0.1227303E-17  0.2651657E-18  0.2000587E+03
 -0.9525522E-18 -0.1217329E-17  0.2647765E-18  0.1997650E+03
 -0.9292767E-18 -0.1195562E-17  0.2662849E-18  0.2009031E+03
 -0.9506420E-18 -0.1215038E-17  0.2643956E-18  0.1994777E+03
 -0.9224022E-18 -0.1187567E-17  0.2651653E-18  0.2000584E+03
 -0.9501899E-18 -0.1215721E-17  0.2655313E-18  0.2003345E+03
 -0.9325969E-18 -0.1196889E-17  0.2642917E-18  0.1993993E+03
 -0.9268221E-18 -0.1193426E-17  0.2666035E-18  0.2011435E+03
 -0.9414113E-18 -0.1205617E-17  0.2642059E-18  0.1993346E+03
 -0.9466298E-18 -0.1212415E-17  0.2657855E-18  0.2005263E+03
 -0.9464295E-18 -0.1211009E-17  0.2645797E-18  0.1996166E+03
