      1     64    200
       56.11200       56.11200       56.11200
      0      1
  0.2205600E+02  0.1405600E+02  0.2205600E+02
  0.2205600E+02  0.2205600E+02  0.2205600E+02
  0.2205600E+02  0.3005600E+02  0.2205600E+02
  0.2205600E+02  0.3805600E+02  0.2205600E+02
  0.2605600E+02  0.1805600E+02  0.2205600E+02
  0.2605600E+02  0.2605600E+02  0.2205600E+02
  0.2605600E+02  0.3405600E+02  0.2205600E+02
  0.2605600E+02  0.4205600E+02  0.2205600E+02
  0.3005600E+02  0.1405600E+02  0.2205600E+02
  0.3005600E+02  0.2205600E+02  0.2205600E+02
  0.3005600E+02  0.3005600E+02  0.2205600E+02
  0.3005600E+02  0.3805600E+02  0.2205600E+02
  0.3405600E+02  0.1805600E+02  0.2205600E+02
  0.3405600E+02  0.2605600E+02  0.2205600E+02
  0.3405600E+02  0.3405600E+02  0.2205600E+02
  0.3405600E+02  0.4205600E+02  0.2205600E+02
  0.2205600E+02  0.1805600E+02  0.2605600E+02
  0.2205600E+02  0.2605600E+02  0.2605600E+02
  0.2205600E+02  0.3405600E+02  0.2605600E+02
  0.2205600E+02  0.4205600E+02  0.2605600E+02
  0.2605600E+02  0.1405600E+02  0.2605600E+02
  0.2605600E+02  0.2205600E+02  0.2605600E+02
  0.2605600E+02  0.3005600E+02  0.2605600E+02
  0.2605600E+02  0.3805600E+02  0.2605600E+02
  0.3005600E+02  0.1805600E+02  0.2605600E+02
  0.3005600E+02  0.2605600E+02  0.2605600E+02
  0.3005600E+02  0.3405600E+02  0.2605600E+02
  0.3005600E+02  0.4205600E+02  0.2605600E+02
  0.3405600E+02  0.1405600E+02  0.2605600E+02
  0.3405600E+02  0.2205600E+02  0.2605600E+02
  0.3405600E+02  0.3005600E+02  0.2605600E+02
  0.3405600E+02  0.3805600E+02  0.2605600E+02
  0.2205600E+02  0.1405600E+02  0.3005600E+02
  0.2205600E+02  0.2205600E+02  0.3005600E+02
  0.2205600E+02  0.3005600E+02  0.3005600E+02
  0.2205600E+02  0.3805600E+02  0.3005600E+02
  0.2605600E+02  0.1805600E+02  0.3005600E+02
  0.2605600E+02  0.2605600E+02  0.3005600E+02
  0.2605600E+02  0.3405600E+02  0.3005600E+02
  0.2605600E+02  0.4205600E+02  0.3005600E+02
  0.3005600E+02  0.1405600E+02  0.3005600E+02
  0.3005600E+02  0.2205600E+02  0.3005600E+02
  0.3005600E+02  0.3005600E+02  0.3005600E+02
  0.3005600E+02  0.3805600E+02  0.3005600E+02
  0.3405600E+02  0.1805600E+02  0.3005600E+02
  0.3405600E+02  0.2605600E+02  0.3005600E+02
  0.3405600E+02  0.3405600E+02  0.3005600E+02
  0.3405600E+02  0.4205600E+02  0.3005600E+02
  0.2205600E+02  0.1805600E+02  0.3405600E+02
  0.2205600E+02  0.2605600E+02  0.3405600E+02
  0.2205600E+02  0.3405600E+02  0.3405600E+02
  0.2205600E+02  0.4205600E+02  0.3405600E+02
  0.2605600E+02  0.1405600E+02  0.3405600E+02
  0.2605600E+02  0.2205600E+02  0.3405600E+02
  0.2605600E+02  0.3005600E+02  0.3405600E+02
  0.2605600E+02  0.3805600E+02  0.3405600E+02
  0.3005600E+02  0.1805600E+02  0.3405600E+02
  0.3005600E+02  0.2605600E+02  0.3405600E+02
  0.3005600E+02  0.3405600E+02  0.3405600E+02
  0.3005600E+02  0.4205600E+02  0.3405600E+02
  0.3405600E+02  0.1405600E+02  0.3405600E+02
  0.3405600E+02  0.2205600E+02  0.3405600E+02
  0.3405600E+02  0.3005600E+02  0.3405600E+02
  0.3405600E+02  0.3805600E+02  0.3405600E+02
  0.2206010E+02  0.1406091E+02  0.2204714E+02
  0.2205735E+02  0.2205201E+02  0.2204373E+02
  0.2204868E+02  0.3006406E+02  0.2205657E+02
  0.2205353E+02  0.3806031E+02  0.2204348E+02
  0.2604851E+02  0.1805518E+02  0.2205950E+02
  0.2606241E+02  0.2605873E+02  0.2206018E+02
  0.2605284E+02  0.3405296E+02  0.2204276E+02
  0.2606180E+02  0.4204903E+02  0.2205387E+02
  0.3005595E+02  0.1405389E+02  0.2206343E+02
  0.3006164E+02  0.2205350E+02  0.2204379E+02
  0.3005036E+02  0.3005687E+02  0.2204351E+02
  0.3004604E+02  0.3805793E+02  0.2205488E+02
  0.3405973E+02  0.1806448E+02  0.2205872E+02
  0.3406752E+02  0.2605588E+02  0.2205725E+02
  0.3406538E+02  0.3405788E+02  0.2206007E+02
  0.3405748E+02  0.4206646E+02  0.2205837E+02
  0.2205439E+02  0.1804712E+02  0.2606056E+02
  0.2205344E+02  0.2605664E+02  0.2606539E+02
  0.2204528E+02  0.3405620E+02  0.2604839E+02
  0.2206409E+02  0.4205463E+02  0.2605415E+02
  0.2604962E+02  0.1404857E+02  0.2606169E+02
  0.2605568E+02  0.2205946E+02  0.2604510E+02
  0.2606526E+02  0.3005081E+02  0.2605597E+02
  0.2605481E+02  0.3805173E+02  0.2604534E+02
  0.3005028E+02  0.1804775E+02  0.2605166E+02
  0.3005847E+02  0.2606586E+02  0.2605301E+02
  0.3005760E+02  0.3405986E+02  0.2606449E+02
  0.3005201E+02  0.4205386E+02  0.2606349E+02
  0.3405501E+02  0.1405585E+02  0.2606479E+02
  0.3405767E+02  0.2205877E+02  0.2606496E+02
  0.3406206E+02  0.3006253E+02  0.2604761E+02
  0.3405703E+02  0.3805344E+02  0.2606502E+02
  0.2205132E+02  0.1406369E+02  0.3005218E+02
  0.2204736E+02  0.2206252E+02  0.3004949E+02
  0.2204774E+02  0.3006176E+02  0.3006129E+02
  0.2205717E+02  0.3804659E+02  0.3005824E+02
  0.2605587E+02  0.1806297E+02  0.3006257E+02
  0.2606517E+02  0.2605467E+02  0.3004962E+02
  0.2605563E+02  0.3405644E+02  0.3006525E+02
  0.2605110E+02  0.4205985E+02  0.3004569E+02
  0.3005441E+02  0.1404712E+02  0.3006315E+02
  0.3006357E+02  0.2204963E+02  0.3005844E+02
  0.3006557E+02  0.3005886E+02  0.3005775E+02
  0.3005618E+02  0.3804646E+02  0.3004995E+02
  0.3405149E+02  0.1804960E+02  0.3005038E+02
  0.3405888E+02  0.2606073E+02  0.3006408E+02
  0.3405862E+02  0.3405655E+02  0.3004433E+02
  0.3405343E+02  0.4205348E+02  0.3004638E+02
  0.2206065E+02  0.1804795E+02  0.3405879E+02
  0.2205381E+02  0.2605750E+02  0.3404642E+02
  0.2205309E+02  0.3405631E+02  0.3406721E+02
  0.2205226E+02  0.4204759E+02  0.3405254E+02
  0.2605298E+02  0.1404504E+02  0.3406141E+02
  0.2606575E+02  0.2205605E+02  0.3406155E+02
  0.2605385E+02  0.3006607E+02  0.3405814E+02
  0.2604571E+02  0.3805444E+02  0.3405808E+02
  0.3004645E+02  0.1805914E+02  0.3406040E+02
  0.3005260E+02  0.2605547E+02  0.3406734E+02
  0.3006207E+02  0.3404845E+02  0.3405314E+02
  0.3005633E+02  0.4206791E+02  0.3405948E+02
  0.3406078E+02  0.1406266E+02  0.3406187E+02
  0.3404815E+02  0.2205582E+02  0.3405305E+02
  0.3406753E+02  0.3005280E+02  0.3405980E+02
  0.3405644E+02  0.3805669E+02  0.3406713E+02
  0.2020377E+02  0.1217723E+02  0.1940113E+02
  0.1903916E+02  0.2212401E+02  0.1868312E+02
  0.1857305E+02  0.2976688E+02  0.1870096E+02
  0.1923901E+02  0.3871163E+02  0.1847799E+02
  0.2568155E+02  0.1735248E+02  0.1879289E+02
  0.2485571E+02  0.2633630E+02  0.1841900E+02
  0.2472660E+02  0.3398535E+02  0.1782294E+02
  0.2576383E+02  0.4470807E+02  0.1901759E+02
  0.3047420E+02  0.1118317E+02  0.1986304E+02
  0.3116007E+02  0.2220066E+02  0.1797501E+02
  0.3182495E+02  0.3025446E+02  0.1770095E+02
  0.3121023E+02  0.3843865E+02  0.1863440E+02
  0.3721608E+02  0.1765841E+02  0.1984988E+02
  0.3770486E+02  0.2586033E+02  0.1889729E+02
  0.3744323E+02  0.3459000E+02  0.1889512E+02
  0.3580358E+02  0.4452853E+02  0.2057066E+02
  0.1880732E+02  0.1752516E+02  0.2482228E+02
  0.1848555E+02  0.2634163E+02  0.2478473E+02
  0.1808903E+02  0.3425718E+02  0.2443674E+02
  0.1950663E+02  0.4432281E+02  0.2512614E+02
  0.2509289E+02  0.1031862E+02  0.2575415E+02
  0.2493974E+02  0.2217307E+02  0.2486818E+02
  0.2437418E+02  0.3028979E+02  0.2457656E+02
  0.2472912E+02  0.3851062E+02  0.2494781E+02
  0.3090613E+02  0.1688982E+02  0.2518360E+02
  0.3170880E+02  0.2613740E+02  0.2437511E+02
  0.3158348E+02  0.3389521E+02  0.2431375E+02
  0.3051083E+02  0.4496538E+02  0.2520489E+02
  0.3660561E+02  0.1096330E+02  0.2578856E+02
  0.3780631E+02  0.2209585E+02  0.2526431E+02
  0.3808655E+02  0.3000687E+02  0.2494315E+02
  0.3736941E+02  0.3899339E+02  0.2502417E+02
  0.1888127E+02  0.1156871E+02  0.3092919E+02
  0.1832628E+02  0.2160388E+02  0.3116039E+02
  0.1818609E+02  0.3072335E+02  0.3111182E+02
  0.1864202E+02  0.3835840E+02  0.3074928E+02
  0.2487321E+02  0.1711210E+02  0.3100713E+02
  0.2469569E+02  0.2626475E+02  0.3153463E+02
  0.2482328E+02  0.3394632E+02  0.3131929E+02
  0.2511819E+02  0.4507392E+02  0.3106185E+02
  0.3053397E+02  0.1049151E+02  0.3120263E+02
  0.3136683E+02  0.2219574E+02  0.3116131E+02
  0.3152173E+02  0.3006717E+02  0.3142859E+02
  0.3080941E+02  0.3925434E+02  0.3140726E+02
  0.3697788E+02  0.1713445E+02  0.3090270E+02
  0.3797095E+02  0.2641836E+02  0.3125268E+02
  0.3823340E+02  0.3406338E+02  0.3157788E+02
