     1  0.1073871D-02  0.1236670D-02 -0.1517543D-02
     2  0.6530897D-03 -0.7988185D-03 -0.2070215D-02
     3 -0.1080282D-02  0.1612017D-02  0.4963335D-03
     4 -0.1098888D-03  0.8725142D-03 -0.2118479D-02
     5 -0.1509855D-02 -0.1765484D-03  0.1213801D-02
     6  0.1270204D-02  0.5468160D-03  0.1346674D-02
     7 -0.6437873D-03 -0.6065391D-03 -0.2136829D-02
     8  0.1150868D-02 -0.1779607D-02 -0.4158777D-04
     9  0.8964624D-07 -0.3688101D-04  0.1870824D-02
    10  0.1139807D-02 -0.5006127D-03 -0.1930649D-02
    11 -0.1115605D-02  0.1748969D-03 -0.1987873D-02
    12 -0.1979633D-02  0.3990539D-03  0.2906311D-03
    13  0.3601615D-03  0.1685724D-02  0.9288260D-03
    14  0.1921816D-02 -0.2476596D-04  0.6332174D-03
    15  0.1493357D-02  0.3775208D-03  0.1197785D-02
    16  0.4238345D-04  0.1837777D-02  0.7291308D-03
    17  0.1916320D-03 -0.1789953D-02  0.8996247D-03
    18 -0.1346598D-05  0.1269587D-03  0.1864987D-02
    19 -0.1633077D-02  0.4178799D-04 -0.1533194D-02
    20  0.2004074D-02 -0.6589334D-03 -0.3798075D-03
    21 -0.1287991D-02 -0.9722614D-03  0.1126965D-02
    22 -0.8005841D-04  0.6905684D-03 -0.2196536D-02
    23  0.1836785D-02 -0.1037902D-02 -0.2175728D-04
    24 -0.2522724D-03 -0.8361773D-03 -0.2147125D-02
    25 -0.1129139D-02 -0.1666624D-02 -0.8832100D-03
    26  0.5103334D-03  0.1970972D-02 -0.6135224D-03
    27  0.3354468D-03  0.7747660D-03  0.1682744D-02
    28 -0.7860092D-03 -0.9411221D-03  0.1487587D-02
    29 -0.5841417D-03  0.3540757D-03  0.1748655D-02
    30 -0.1770983D-03  0.5525979D-03  0.1779964D-02
    31  0.7011026D-03  0.1306898D-02 -0.1689370D-02
    32 -0.3070652D-03 -0.4997722D-03  0.1793054D-02
    33 -0.5510510D-03  0.1923350D-02 -0.7537047D-03
    34 -0.1216435D-02  0.1302734D-02 -0.1290011D-02
    35 -0.1140919D-02  0.1152841D-02  0.1070535D-02
    36  0.7471135D-03 -0.1869509D-02  0.4591958D-03
    37 -0.4055178D-04  0.1377362D-02  0.1328584D-02
    38  0.1818898D-02 -0.2662923D-03 -0.1261078D-02
    39 -0.8989433D-04  0.9078507D-04  0.1865106D-02
    40 -0.9908545D-03  0.2563250D-03 -0.2050628D-02
    41 -0.3073292D-03 -0.1262380D-02  0.1440949D-02
    42  0.1529648D-02 -0.1276344D-02  0.5029387D-03
    43  0.1928863D-02  0.5720972D-03  0.3657053D-03
    44  0.5012511D-04 -0.1890692D-02 -0.1195836D-02
    45 -0.1415136D-02 -0.1292697D-02 -0.1111905D-02
    46  0.6558861D-04  0.9467798D-03  0.1629002D-02
    47  0.1255265D-04  0.1115199D-03 -0.2321185D-02
    48 -0.8982809D-03 -0.8880558D-03 -0.1914161D-02
    49  0.1315715D-02 -0.1621096D-02  0.1728645D-03
    50 -0.5463406D-04  0.2988765D-03 -0.2299128D-02
    51 -0.1992693D-03  0.6403120D-04  0.1858483D-02
    52 -0.4929517D-03 -0.1936040D-02 -0.9468839D-03
    53 -0.6136620D-03 -0.1807646D-02  0.6971200D-03
    54  0.1936886D-02  0.8563267D-05  0.5980300D-03
    55 -0.4428533D-03  0.2014748D-02 -0.8330427D-04
    56 -0.2068813D-02 -0.2996669D-03 -0.9816041D-04
    57 -0.1898647D-02  0.6148157D-03  0.3660913D-03
    58 -0.6671722D-03 -0.1061946D-03  0.1757752D-02
    59  0.1226306D-02 -0.1508221D-02 -0.1083529D-02
    60  0.7487534D-04  0.1997454D-02  0.3110749D-03
    61  0.7017736D-03  0.1585430D-02  0.9187340D-03
    62 -0.1953155D-02 -0.3799826D-04 -0.9736539D-03
    63  0.1922846D-02 -0.6389757D-03  0.3770816D-03
    64 -0.2973531D-03  0.1490010D-03  0.1840810D-02
     1  0.8193911D-03  0.9823016D-03 -0.1772022D-02
     2  0.2698630D-03 -0.7976936D-03 -0.2453442D-02
     3 -0.1463253D-02  0.1611893D-02  0.1133622D-03
     4 -0.4948206D-03  0.8617479D-03 -0.2503411D-02
     5 -0.1498409D-02 -0.1635649D-03  0.6998493D-03
     6  0.1282420D-02  0.5469873D-03  0.8356821D-03
     7 -0.6316354D-03 -0.6081409D-03 -0.2648140D-02
     8  0.1160510D-02 -0.1394579D-02 -0.4267631D-03
     9 -0.9551790D-05 -0.4219089D-03  0.1485648D-02
    10  0.1127655D-02 -0.4990109D-03 -0.2441961D-02
    11 -0.1127821D-02  0.1747256D-03 -0.2498864D-02
    12 -0.1991080D-02  0.3860703D-03 -0.2233208D-03
    13  0.7450933D-03  0.1696490D-02  0.5438942D-03
    14  0.2304787D-02 -0.2464229D-04  0.2502461D-03
    15  0.1876584D-02  0.3763958D-03  0.8145584D-03
    16  0.2968631D-03  0.2092144D-02  0.4746512D-03
    17 -0.3223198D-03 -0.1776969D-02  0.9110712D-03
    18 -0.5123384D-03  0.1271299D-03  0.1877203D-02
    19 -0.2144388D-02  0.4018620D-04 -0.1521042D-02
    20  0.1618899D-02 -0.2739056D-03 -0.3701661D-03
    21 -0.1276609D-02 -0.1486291D-02  0.1138346D-02
    22 -0.6449060D-04  0.6926946D-03 -0.2180968D-02
    23  0.1852483D-02 -0.1038168D-02 -0.6059999D-05
    24 -0.2374101D-03 -0.8530364D-03 -0.2132262D-02
    25 -0.1144002D-02 -0.1649765D-02 -0.8683476D-03
    26  0.4946361D-03  0.1971238D-02 -0.5978251D-03
    27  0.3198790D-03  0.7726398D-03  0.1698312D-02
    28 -0.7973910D-03 -0.4270928D-03  0.1498968D-02
    29 -0.1989664D-03 -0.3095215D-04  0.1758296D-02
    30  0.3342136D-03  0.5541997D-03  0.1792116D-02
    31  0.1212094D-02  0.1306727D-02 -0.1677153D-02
    32  0.2068867D-03 -0.5127558D-03  0.1804501D-02
    33 -0.9362263D-03  0.1538322D-02 -0.7633461D-03
    34 -0.1727747D-02  0.1304336D-02 -0.1302163D-02
    35 -0.1651911D-02  0.1152670D-02  0.1058319D-02
    36  0.2331616D-03 -0.1882493D-02  0.4477493D-03
    37 -0.2568943D-04  0.1394221D-02  0.1313721D-02
    38  0.1834595D-02 -0.2660259D-03 -0.1276775D-02
    39 -0.7432652D-04  0.8865885D-04  0.1849538D-02
    40 -0.9794727D-03  0.7703544D-03 -0.2062009D-02
    41 -0.3187110D-03 -0.1776409D-02  0.1429567D-02
    42  0.1514080D-02 -0.1274218D-02  0.4873709D-03
    43  0.1913166D-02  0.5718308D-03  0.3500081D-03
    44  0.3526276D-04 -0.1907551D-02 -0.1210698D-02
    45 -0.9011842D-03 -0.1279713D-02 -0.1123351D-02
    46  0.5765804D-03  0.9469511D-03  0.1616786D-02
    47  0.5238645D-03  0.1099181D-03 -0.2333337D-02
    48 -0.5131056D-03 -0.5030280D-03 -0.1923803D-02
    49  0.9307832D-03 -0.1610329D-02  0.5577963D-03
    50 -0.4376054D-03  0.2990002D-03 -0.1916156D-02
    51 -0.5824961D-03  0.6290625D-04  0.2241710D-02
    52 -0.7474314D-03 -0.1681672D-02 -0.6924042D-03
    53 -0.6040206D-03 -0.2192674D-02  0.1082295D-02
    54  0.1949038D-02  0.1016506D-04  0.1109342D-02
    55 -0.4306366D-03  0.2014576D-02  0.4276875D-03
    56 -0.2057366D-02 -0.3126505D-03  0.4157915D-03
    57 -0.1910094D-02  0.6277992D-03  0.8800432D-03
    58 -0.6793889D-03 -0.1060233D-03  0.2268744D-02
    59  0.1214154D-02 -0.1509823D-02 -0.5722167D-03
    60  0.6523390D-04  0.2382481D-02  0.6962502D-03
    61  0.9562533D-03  0.1331062D-02  0.1173214D-02
    62 -0.1569929D-02 -0.3687331D-04 -0.5904272D-03
    63  0.2305817D-02 -0.6390994D-03  0.7600529D-03
    64  0.8757874D-04  0.1382346D-03  0.2225742D-02
     1 -0.1058149D-02 -0.1076588D-02 -0.1379479D-02
     2 -0.1702190D-02  0.1131265D-03 -0.1701602D-02
     3 -0.1888530D-02 -0.2576703D-03 -0.2043192D-02
     4 -0.1508553D-02  0.3489904D-03 -0.1833120D-02
     5 -0.2043290D-03 -0.4310009D-03 -0.1746280D-02
     6 -0.8414336D-03  0.2227137D-03 -0.1996677D-02
     7 -0.8633115D-03 -0.6230691D-04 -0.2149570D-02
     8 -0.2586038D-03  0.1457093D-02 -0.1621203D-02
     9  0.2567733D-03 -0.1518503D-02 -0.1189441D-02
    10  0.7368359D-03  0.1907552D-03 -0.2072591D-02
    11  0.1249815D-02  0.5028310D-04 -0.2226895D-02
    12  0.8360668D-03  0.2608942D-03 -0.1803826D-02
    13  0.1687924D-02 -0.3529058D-03 -0.1222069D-02
    14  0.1899125D-02 -0.1509880D-03 -0.1840884D-02
    15  0.1816953D-02  0.2630379D-03 -0.1840102D-02
    16  0.9612937D-03  0.1265314D-02 -0.8735551D-03
    17 -0.1647436D-02 -0.2867442D-03 -0.9428349D-03
    18 -0.1875603D-02  0.6700741D-04 -0.9036042D-03
    19 -0.2041641D-02  0.1069128D-03 -0.1083093D-02
    20 -0.1433513D-02  0.1143266D-02 -0.5736920D-03
    21 -0.5796038D-03 -0.1887973D-02 -0.3109999D-03
    22 -0.8203907D-03  0.9392876D-04 -0.7086964D-03
    23 -0.1236496D-02  0.8057466D-04 -0.1098989D-02
    24 -0.8572942D-03  0.3912637D-03 -0.6601389D-03
    25  0.7127181D-03 -0.7066638D-03 -0.5588340D-03
    26  0.9543741D-03  0.5911205D-04 -0.1144264D-02
    27  0.1127371D-02 -0.1285582D-03 -0.1190491D-02
    28  0.3243967D-03  0.1475320D-02 -0.6051495D-03
    29  0.1329811D-02 -0.1682845D-02 -0.2763553D-03
    30  0.2052013D-02  0.6171996D-05 -0.6737420D-03
    31  0.2144899D-02 -0.5847004D-04 -0.6629462D-03
    32  0.1696104D-02  0.5912215D-03 -0.7175326D-03
    33 -0.1665665D-02 -0.1373362D-02  0.6119490D-03
    34 -0.1881957D-02 -0.3072149D-03  0.8263697D-03
    35 -0.2006739D-02  0.3658185D-03  0.7182803D-03
    36 -0.1823254D-02  0.3070169D-03  0.5072585D-03
    37 -0.8241757D-03 -0.7216511D-03  0.6130707D-03
    38 -0.1171893D-02  0.2337771D-03  0.1058538D-02
    39 -0.7764152D-03 -0.4041471D-04  0.8683178D-03
    40 -0.5802993D-03  0.1483592D-02  0.7688942D-03
    41  0.3947498D-03 -0.1760322D-02  0.6706357D-03
    42  0.8929506D-03  0.1555800D-03  0.8142804D-03
    43  0.8820461D-03 -0.1727230D-04  0.8882063D-03
    44  0.5502427D-03  0.8625763D-03  0.9024753D-03
    45  0.1541088D-02 -0.5030503D-03  0.6152269D-03
    46  0.2119887D-02  0.1811018D-03  0.8128866D-03
    47  0.2215256D-02 -0.1324561D-04  0.1134283D-02
    48  0.1392211D-02  0.1406246D-02  0.4823485D-03
    49 -0.1294522D-02 -0.3326266D-03  0.1549215D-02
    50 -0.1807708D-02  0.1209845D-03  0.1629894D-02
    51 -0.1912536D-02  0.9421909D-04  0.2060872D-02
