  0.0000000D+00  0.0000000D+00  0.0000000D+00  0.0000000D+00
  0.1946392D-17  0.1742599D-17  0.2037938D-18  0.1537557D+03
 -0.1224570D-17 -0.1422649D-17  0.1980785D-18  0.1494436D+03
 -0.1201268D-17 -0.1400092D-17  0.1988240D-18  0.1500061D+03
 -0.1173130D-17 -0.1371899D-17  0.1987691D-18  0.1499646D+03
 -0.1177124D-17 -0.1375990D-17  0.1988654D-18  0.1500374D+03
 -0.1188956D-17 -0.1386677D-17  0.1977212D-18  0.1491741D+03
 -0.1180616D-17 -0.1380944D-17  0.2003287D-18  0.1511413D+03
 -0.1211217D-17 -0.1410891D-17  0.1996737D-18  0.1506472D+03
 -0.1205708D-17 -0.1405629D-17  0.1999201D-18  0.1508331D+03
 -0.1199433D-17 -0.1396987D-17  0.1975540D-18  0.1490479D+03
 -0.1182705D-17 -0.1381236D-17  0.1985313D-18  0.1497852D+03
 -0.1171286D-17 -0.1370363D-17  0.1990771D-18  0.1501970D+03
 -0.1188986D-17 -0.1387423D-17  0.1984374D-18  0.1497144D+03
 -0.1183056D-17 -0.1383018D-17  0.1999623D-18  0.1508649D+03
 -0.1176522D-17 -0.1376045D-17  0.1995232D-18  0.1505336D+03
 -0.1201230D-17 -0.1400560D-17  0.1993293D-18  0.1503873D+03
 -0.1197341D-17 -0.1398002D-17  0.2006611D-18  0.1513921D+03
 -0.1181312D-17 -0.1379469D-17  0.1981578D-18  0.1495035D+03
 -0.1189154D-17 -0.1387495D-17  0.1983406D-18  0.1496414D+03
 -0.1170783D-17 -0.1369286D-17  0.1985027D-18  0.1497637D+03
 -0.1182618D-17 -0.1381780D-17  0.1991624D-18  0.1502614D+03
 -0.1183472D-17 -0.1382992D-17  0.1995193D-18  0.1505306D+03
 -0.1181206D-17 -0.1382004D-17  0.2007975D-18  0.1514950D+03
 -0.1227539D-17 -0.1427234D-17  0.1996945D-18  0.1506628D+03
 -0.1216918D-17 -0.1416034D-17  0.1991159D-18  0.1502263D+03
 -0.1213552D-17 -0.1412432D-17  0.1988798D-18  0.1500482D+03
 -0.1200235D-17 -0.1399685D-17  0.1994496D-18  0.1504781D+03
 -0.1207689D-17 -0.1405871D-17  0.1981820D-18  0.1495217D+03
 -0.1198997D-17 -0.1400004D-17  0.2010074D-18  0.1516534D+03
 -0.1212067D-17 -0.1410122D-17  0.1980554D-18  0.1494262D+03
 -0.1197749D-17 -0.1396832D-17  0.1990834D-18  0.1502018D+03
 -0.1170465D-17 -0.1369402D-17  0.1989369D-18  0.1500913D+03
 -0.1174220D-17 -0.1373169D-17  0.1989488D-18  0.1501002D+03
 -0.1181995D-17 -0.1381596D-17  0.1996010D-18  0.1505923D+03
 -0.1194927D-17 -0.1393170D-17  0.1982429D-18  0.1495677D+03
 -0.1213477D-17 -0.1411818D-17  0.1983405D-18  0.1496413D+03
 -0.1224660D-17 -0.1422331D-17  0.1976715D-18  0.1491365D+03
 -0.1211510D-17 -0.1410434D-17  0.1989243D-18  0.1500818D+03
 -0.1220709D-17 -0.1417769D-17  0.1970602D-18  0.1486754D+03
 -0.1204949D-17 -0.1403081D-17  0.1981320D-18  0.1494840D+03
 -0.1234671D-17 -0.1435299D-17  0.2006284D-18  0.1513674D+03
 -0.1236742D-17 -0.1434964D-17  0.1982226D-18  0.1495523D+03
 -0.1250464D-17 -0.1449252D-17  0.1987882D-18  0.1499791D+03
 -0.1221799D-17 -0.1419070D-17  0.1972706D-18  0.1488341D+03
 -0.1219422D-17 -0.1418077D-17  0.1986547D-18  0.1498783D+03
 -0.1189865D-17 -0.1389859D-17  0.1999944D-18  0.1508891D+03
 -0.1231324D-17 -0.1430308D-17  0.1989843D-18  0.1501270D+03
 -0.1214540D-17 -0.1413843D-17  0.1993030D-18  0.1503675D+03
 -0.1224140D-17 -0.1423681D-17  0.1995415D-18  0.1505474D+03
 -0.1198754D-17 -0.1396747D-17  0.1979928D-18  0.1493789D+03
 -0.1189621D-17 -0.1387723D-17  0.1981020D-18  0.1494614D+03
 -0.1187590D-17 -0.1387856D-17  0.2002661D-18  0.1510941D+03
 -0.1189225D-17 -0.1387659D-17  0.1984342D-18  0.1497120D+03
 -0.1213283D-17 -0.1412400D-17  0.1991166D-18  0.1502269D+03
 -0.1228514D-17 -0.1425802D-17  0.1972876D-18  0.1488469D+03
 -0.1219908D-17 -0.1418946D-17  0.1990388D-18  0.1501681D+03
 -0.1217769D-17 -0.1416708D-17  0.1989387D-18  0.1500926D+03
 -0.1228091D-17 -0.1427451D-17  0.1993600D-18  0.1504105D+03
 -0.1244276D-17 -0.1443041D-17  0.1987649D-18  0.1499615D+03
 -0.1234909D-17 -0.1433950D-17  0.1990408D-18  0.1501697D+03
 -0.1235992D-17 -0.1436575D-17  0.2005831D-18  0.1513332D+03
 -0.1208611D-17 -0.1405828D-17  0.1972165D-18  0.1487933D+03
 -0.1194402D-17 -0.1392376D-17  0.1979742D-18  0.1493649D+03
 -0.1196887D-17 -0.1395713D-17  0.1988255D-18  0.1500072D+03
 -0.1197479D-17 -0.1397678D-17  0.2001991D-18  0.1510436D+03
 -0.1191262D-17 -0.1390143D-17  0.1988815D-18  0.1500494D+03
 -0.1200730D-17 -0.1398393D-17  0.1976635D-18  0.1491305D+03
 -0.1220007D-17 -0.1419850D-17  0.1998434D-18  0.1507752D+03
 -0.1216963D-17 -0.1416463D-17  0.1994995D-18  0.1505157D+03
 -0.1213516D-17 -0.1412579D-17  0.1990628D-18  0.1501863D+03
 -0.1208368D-17 -0.1406803D-17  0.1984346D-18  0.1497123D+03
 -0.1215412D-17 -0.1413773D-17  0.1983607D-18  0.1496565D+03
 -0.1200166D-17 -0.1399787D-17  0.1996214D-18  0.1506077D+03
 -0.1200146D-17 -0.1398029D-17  0.1978826D-18  0.1492959D+03
 -0.1217877D-17 -0.1417203D-17  0.1993257D-18  0.1503846D+03
 -0.1215214D-17 -0.1413392D-17  0.1981773D-18  0.1495182D+03
 -0.1228685D-17 -0.1426698D-17  0.1980131D-18  0.1493943D+03
 -0.1216035D-17 -0.1414677D-17  0.1986417D-18  0.1498685D+03
 -0.1211441D-17 -0.1409696D-17  0.1982541D-18  0.1495761D+03
 -0.1224932D-17 -0.1423636D-17  0.1987034D-18  0.1499151D+03
 -0.1224196D-17 -0.1424691D-17  0.2004948D-18  0.1512666D+03
 -0.1221677D-17 -0.1419872D-17  0.1981944D-18  0.1495311D+03
 -0.1205409D-17 -0.1403564D-17  0.1981547D-18  0.1495011D+03
 -0.1186316D-17 -0.1383975D-17  0.1976589D-18  0.1491270D+03
 -0.1207243D-17 -0.1406635D-17  0.1993918D-18  0.1504345D+03
 -0.1179709D-17 -0.1377492D-17  0.1977829D-18  0.1492206D+03
 -0.1195056D-17 -0.1393809D-17  0.1987533D-18  0.1499528D+03
 -0.1167292D-17 -0.1366109D-17  0.1988168D-18  0.1500006D+03
 -0.1184310D-17 -0.1383191D-17  0.1988804D-18  0.1500486D+03
 -0.1209864D-17 -0.1410117D-17  0.2002532D-18  0.1510844D+03
 -0.1217854D-17 -0.1416448D-17  0.1985945D-18  0.1498329D+03
 -0.1208221D-17 -0.1406132D-17  0.1979105D-18  0.1493169D+03
 -0.1165556D-17 -0.1364121D-17  0.1985651D-18  0.1498107D+03
 -0.1145871D-17 -0.1344608D-17  0.1987365D-18  0.1499400D+03
 -0.1138137D-17 -0.1337794D-17  0.1996569D-18  0.1506345D+03
 -0.1196735D-17 -0.1394572D-17  0.1978370D-18  0.1492615D+03
 -0.1207454D-17 -0.1406697D-17  0.1992434D-18  0.1503225D+03
 -0.1214405D-17 -0.1413358D-17  0.1989529D-18  0.1501033D+03
 -0.1223337D-17 -0.1422689D-17  0.1993526D-18  0.1504049D+03
 -0.1205196D-17 -0.1403055D-17  0.1978590D-18  0.1492781D+03
 -0.1181936D-17 -0.1382059D-17  0.2001222D-18  0.1509855D+03
 -0.1222924D-17 -0.1419975D-17  0.1970513D-18  0.1486686D+03
 -0.1204008D-17 -0.1403172D-17  0.1991641D-18  0.1502627D+03
 -0.1202050D-17 -0.1401320D-17  0.1992701D-18  0.1503427D+03
 -0.1193412D-17 -0.1393269D-17  0.1998576D-18  0.1507859D+03
 -0.1195750D-17 -0.1393235D-17  0.1974845D-18  0.1489954D+03
 -0.1182227D-17 -0.1381791D-17  0.1995641D-18  0.1505645D+03
 -0.1194620D-17 -0.1394109D-17  0.1994896D-18  0.1505083D+03
 -0.1212897D-17 -0.1412362D-17  0.1994645D-18  0.1504893D+03
 -0.1228528D-17 -0.1428167D-17  0.1996388D-18  0.1506208D+03
 -0.1238154D-17 -0.1437409D-17  0.1992547D-18  0.1503310D+03
 -0.1230682D-17 -0.1429611D-17  0.1989288D-18  0.1500851D+03
 -0.1251680D-17 -0.1449222D-17  0.1975420D-18  0.1490388D+03
 -0.1259110D-17 -0.1456268D-17  0.1971586D-18  0.1487496D+03
 -0.1243667D-17 -0.1442403D-17  0.1987364D-18  0.1499400D+03
 -0.1252779D-17 -0.1452005D-17  0.1992267D-18  0.1503099D+03
 -0.1251320D-17 -0.1447841D-17  0.1965204D-18  0.1482681D+03
 -0.1257479D-17 -0.1455235D-17  0.1977568D-18  0.1492009D+03
 -0.1259851D-17 -0.1459305D-17  0.1994534D-18  0.1504810D+03
 -0.1253237D-17 -0.1453153D-17  0.1999162D-18  0.1508301D+03
 -0.1260837D-17 -0.1459516D-17  0.1986794D-18  0.1498970D+03
 -0.1258610D-17 -0.1457852D-17  0.1992421D-18  0.1503215D+03
 -0.1246530D-17 -0.1444089D-17  0.1975588D-18  0.1490516D+03
 -0.1243271D-17 -0.1441389D-17  0.1981172D-18  0.1494728D+03
 -0.1249596D-17 -0.1446731D-17  0.1971354D-18  0.1487321D+03
 -0.1247023D-17 -0.1445471D-17  0.1984482D-18  0.1497226D+03
 -0.1228183D-17 -0.1425842D-17  0.1976585D-18  0.1491268D+03
 -0.1226785D-17 -0.1425229D-17  0.1984446D-18  0.1497199D+03
 -0.1209331D-17 -0.1406825D-17  0.1974939D-18  0.1490026D+03
 -0.1206984D-17 -0.1405325D-17  0.1983409D-18  0.1496416D+03
 -0.1181101D-17 -0.1380745D-17  0.1996450D-18  0.1506255D+03
 -0.1202785D-17 -0.1400438D-17  0.1976521D-18  0.1491220D+03
 -0.1215827D-17 -0.1414346D-17  0.1985191D-18  0.1497760D+03
 -0.1200636D-17 -0.1398510D-17  0.1978749D-18  0.1492901D+03
 -0.1214162D-17 -0.1412970D-17  0.1988078D-18  0.1499939D+03
 -0.1200632D-17 -0.1400165D-17  0.1995332D-18  0.1505412D+03
 -0.1200951D-17 -0.1400172D-17  0.1992214D-18  0.1503059D+03
 -0.1210527D-17 -0.1410451D-17  0.1999232D-18  0.1508354D+03
 -0.1203969D-17 -0.1404599D-17  0.2006302D-18  0.1513688D+03
 -0.1209347D-17 -0.1408507D-17  0.1991591D-18  0.1502589D+03
 -0.1176889D-17 -0.1376553D-17  0.1996639D-18  0.1506397D+03
 -0.1183525D-17 -0.1380648D-17  0.1971230D-18  0.1487227D+03
 -0.1170344D-17 -0.1369439D-17  0.1990954D-18  0.1502108D+03
 -0.1189379D-17 -0.1388420D-17  0.1990410D-18  0.1501698D+03
 -0.1185712D-17 -0.1383930D-17  0.1982184D-18  0.1495492D+03
 -0.1191470D-17 -0.1390082D-17  0.1986119D-18  0.1498461D+03
 -0.1202755D-17 -0.1402544D-17  0.1997887D-18  0.1507340D+03
 -0.1197255D-17 -0.1395963D-17  0.1987086D-18  0.1499190D+03
 -0.1171829D-17 -0.1371521D-17  0.1996920D-18  0.1506610D+03
 -0.1203733D-17 -0.1401738D-17  0.1980057D-18  0.1493887D+03
 -0.1225227D-17 -0.1424823D-17  0.1995955D-18  0.1505882D+03
 -0.1205278D-17 -0.1404732D-17  0.1994541D-18  0.1504815D+03
 -0.1190669D-17 -0.1391201D-17  0.2005320D-18  0.1512947D+03
 -0.1183389D-17 -0.1380184D-17  0.1967955D-18  0.1484757D+03
 -0.1200872D-17 -0.1397442D-17  0.1965699D-18  0.1483054D+03
 -0.1200772D-17 -0.1402222D-17  0.2014495D-18  0.1519869D+03
 -0.1205053D-17 -0.1404957D-17  0.1999043D-18  0.1508211D+03
 -0.1206714D-17 -0.1406157D-17  0.1994431D-18  0.1504731D+03
 -0.1222397D-17 -0.1422261D-17  0.1998644D-18  0.1507910D+03
