   56.112000000000002     
   56.112000000000002     
   56.112000000000002     
     1  0.2726750D+02  0.2222468D+02  0.1657510D+02  0.1498993D-03 -0.1415982D-02 -0.1292950D-02
     2  0.3069818D+02  0.2137592D+02  0.2229012D+02 -0.1905792D-02  0.5437977D-03 -0.2668638D-03
     3  0.1383766D+02  0.2429868D+02  0.2934654D+02  0.8065198D-03  0.4281926D-03 -0.1109850D-02
     4  0.2433013D+02  0.2093802D+02  0.2210538D+02 -0.1066281D-02  0.4795320D-03 -0.7734897D-03
     5  0.3542727D+02  0.2576703D+02  0.2317665D+02 -0.1091545D-03  0.1713885D-02  0.7683148D-04
     6  0.2089948D+02  0.2239709D+02  0.1743010D+02 -0.1167355D-02 -0.1298834D-02  0.1661647D-02
     7  0.2538557D+02  0.3729255D+02  0.2890718D+02  0.9812125D-03 -0.7040311D-03 -0.3364919D-02
     8  0.2997730D+02  0.3814139D+02  0.2429761D+02 -0.4268771D-03  0.1234052D-02  0.1396905D-02
     9  0.3160783D+02  0.1564978D+02  0.2562900D+02  0.4768147D-03 -0.2007240D-03 -0.7875189D-03
    10  0.3223108D+02  0.3662889D+02  0.1789466D+02 -0.7153681D-04 -0.1150253D-02 -0.3889475D-03
    11  0.4154395D+02  0.2945028D+02  0.3037086D+02  0.1329099D-02 -0.1960366D-02 -0.8497769D-03
    12  0.2616514D+02  0.3328175D+02  0.1872140D+02  0.6307063D-03  0.8200471D-03  0.4554007D-03
    13  0.3814134D+02  0.1519289D+02  0.3036190D+02 -0.5975126D-03 -0.2643983D-02  0.1779741D-03
    14  0.3723431D+02  0.2857134D+02  0.3622061D+02  0.2603912D-03 -0.2775905D-03 -0.9430715D-03
    15  0.3650342D+02  0.1869309D+02  0.2140599D+02  0.3576611D-03 -0.1667238D-03  0.1781917D-02
    16  0.3112553D+02  0.3024451D+02  0.1579915D+02  0.3860897D-03 -0.1402865D-02 -0.2635294D-03
    17  0.2269780D+02  0.1915802D+02  0.3099662D+02  0.2481916D-02  0.6693215D-04  0.9740537D-03
    18  0.2179467D+02  0.2228124D+02  0.3727292D+02  0.8300501D-03  0.1582997D-02 -0.1403619D-02
    19  0.2512771D+02  0.2872115D+02  0.1449866D+02  0.1823294D-02 -0.8651251D-05  0.2364786D-02
    20  0.2472661D+02  0.3133568D+02  0.2488039D+02 -0.3267776D-02 -0.1596160D-02  0.1559835D-03
    21  0.2558660D+02  0.1569582D+02  0.2630251D+02  0.1341364D-03 -0.1363763D-02  0.1738669D-03
    22  0.2857750D+02  0.2718362D+02  0.2170691D+02 -0.1957914D-04  0.1550452D-03  0.1607791D-02
    23  0.2493764D+02  0.3417573D+02  0.1118719D+02 -0.2701333D-02  0.2923130D-02  0.6632063D-03
    24  0.2164145D+02  0.2808366D+02  0.2070070D+02  0.6974708D-03  0.8382165D-03  0.1086666D-02
    25  0.2766110D+02  0.1900520D+02  0.3557652D+02 -0.6717853D-04  0.1341931D-02 -0.1396145D-02
    26  0.1875307D+02  0.2281847D+02  0.2393068D+02 -0.6963097D-03  0.9544386D-03  0.5596336D-03
    27  0.3275629D+02  0.3157419D+02  0.2236647D+02 -0.1860000D-03 -0.1770730D-02 -0.1189092D-02
    28  0.2631628D+02  0.3896177D+02  0.1634385D+02 -0.5500213D-03  0.6316344D-03  0.7875512D-03
    29  0.3333216D+02  0.2394498D+02  0.1686241D+02  0.2535970D-02 -0.1701950D-02 -0.8276768D-03
    30  0.3506725D+02  0.2135509D+02  0.2743903D+02  0.1166934D-03  0.1752075D-03 -0.3776222D-03
    31  0.2820831D+02  0.3470495D+02  0.3377647D+02  0.2848845D-03 -0.1324495D-02  0.1884821D-03
    32  0.4141064D+02  0.2434999D+02  0.2562641D+02 -0.4366778D-03 -0.3962523D-03 -0.8011652D-03
    33  0.2680802D+02  0.2238370D+02  0.4196636D+02  0.2332701D-02  0.9229814D-05 -0.3599722D-03
    34  0.1464565D+02  0.3191098D+02  0.3365884D+02 -0.6863361D-03 -0.2103120D-02 -0.1472198D-02
    35  0.2003427D+02  0.3471739D+02  0.3047600D+02 -0.2455294D-02  0.4788540D-03  0.2567663D-02
    36  0.1699028D+02  0.3749689D+02  0.3614992D+02 -0.8867388D-03 -0.6554938D-03  0.1458223D-03
    37  0.2891039D+02  0.2067920D+02  0.2805154D+02  0.1367044D-02  0.1739723D-02 -0.4533301D-03
    38  0.2381670D+02  0.2464612D+02  0.2691455D+02 -0.9863266D-03  0.7554395D-03 -0.1258306D-02
    39  0.3071588D+02  0.3319456D+02  0.2784839D+02 -0.2832499D-03  0.1233442D-02 -0.4467991D-03
    40  0.3735845D+02  0.3897290D+02  0.2653305D+02 -0.9244621D-03  0.7694507D-03  0.4058667D-03
    41  0.3919185D+02  0.2247028D+02  0.3313592D+02  0.9898786D-03 -0.1995413D-02  0.2296184D-02
    42  0.2964837D+02  0.2696833D+02  0.2756917D+02  0.3182529D-03  0.2030868D-02 -0.7102171D-03
    43  0.3162405D+02  0.2957903D+02  0.3308815D+02  0.9190385D-03 -0.7680205D-03 -0.7564917D-03
    44  0.2064176D+02  0.3601089D+02  0.2342588D+02 -0.1501524D-03 -0.1446153D-02  0.8497075D-04
    45  0.3238245D+02  0.2287012D+02  0.3338657D+02 -0.2940967D-02  0.1282825D-02 -0.2597858D-03
    46  0.1951885D+02  0.3557150D+02  0.4194607D+02  0.9281600D-04  0.2006353D-02 -0.2420363D-02
    47  0.3766360D+02  0.3219938D+02  0.1741530D+02  0.1309351D-02 -0.5631445D-03  0.1880351D-02
    48  0.3327729D+02  0.3428898D+02  0.3744142D+02 -0.3484550D-03 -0.1024865D-02  0.1095769D-02
    49  0.3193139D+02  0.2661681D+02  0.3899153D+02 -0.9111888D-03 -0.8460982D-03 -0.2474614D-03
    50  0.1937617D+02  0.2663971D+02  0.3234308D+02 -0.6875859D-04 -0.1605995D-02 -0.7745040D-03
    51  0.1709654D+02  0.3080679D+02  0.2686752D+02 -0.1143897D-02  0.2878221D-02  0.2851291D-03
    52  0.3237835D+02  0.3849913D+02  0.3060874D+02  0.5417709D-03  0.1142915D-03 -0.5227005D-03
    53  0.1918164D+02  0.1696137D+02  0.2578559D+02  0.1340527D-05 -0.2062814D-03  0.1018789D-02
    54  0.2606672D+02  0.2481654D+02  0.3291728D+02 -0.4282984D-03  0.7420662D-03  0.1829906D-02
    55  0.1855511D+02  0.2803643D+02  0.3864869D+02  0.1897279D-03 -0.1687591D-02  0.1315299D-03
    56  0.2213019D+02  0.3311043D+02  0.3623328D+02  0.6154911D-03  0.5899276D-03 -0.3618226D-03
    57  0.3594426D+02  0.2704748D+02  0.2927358D+02  0.3388348D-03  0.1220316D-02  0.1305351D-02
    58  0.3840489D+02  0.3229351D+02  0.2534596D+02  0.8238554D-03  0.1351308D-02  0.4261786D-03
    59  0.2623322D+02  0.2868449D+02  0.3795409D+02  0.1142348D-02  0.5016026D-03  0.8465047D-04
    60  0.2418594D+02  0.3941711D+02  0.3577604D+02  0.1687329D-03  0.1335610D-02 -0.6349195D-03
