     1  0.2205600D+02  0.1405600D+02  0.2205600D+02
     2  0.2205600D+02  0.2205600D+02  0.2205600D+02
     3  0.2205600D+02  0.3005600D+02  0.2205600D+02
     4  0.2205600D+02  0.3805600D+02  0.2205600D+02
     5  0.2605600D+02  0.1805600D+02  0.2205600D+02
     6  0.2605600D+02  0.2605600D+02  0.2205600D+02
     7  0.2605600D+02  0.3405600D+02  0.2205600D+02
     8  0.2605600D+02  0.4205600D+02  0.2205600D+02
     9  0.3005600D+02  0.1405600D+02  0.2205600D+02
    10  0.3005600D+02  0.2205600D+02  0.2205600D+02
    11  0.3005600D+02  0.3005600D+02  0.2205600D+02
    12  0.3005600D+02  0.3805600D+02  0.2205600D+02
    13  0.3405600D+02  0.1805600D+02  0.2205600D+02
    14  0.3405600D+02  0.2605600D+02  0.2205600D+02
    15  0.3405600D+02  0.3405600D+02  0.2205600D+02
    16  0.3405600D+02  0.4205600D+02  0.2205600D+02
    17  0.2205600D+02  0.1805600D+02  0.2605600D+02
    18  0.2205600D+02  0.2605600D+02  0.2605600D+02
    19  0.2205600D+02  0.3405600D+02  0.2605600D+02
    20  0.2205600D+02  0.4205600D+02  0.2605600D+02
    21  0.2605600D+02  0.1405600D+02  0.2605600D+02
    22  0.2605600D+02  0.2205600D+02  0.2605600D+02
    23  0.2605600D+02  0.3005600D+02  0.2605600D+02
    24  0.2605600D+02  0.3805600D+02  0.2605600D+02
    25  0.3005600D+02  0.1805600D+02  0.2605600D+02
    26  0.3005600D+02  0.2605600D+02  0.2605600D+02
    27  0.3005600D+02  0.3405600D+02  0.2605600D+02
    28  0.3005600D+02  0.4205600D+02  0.2605600D+02
    29  0.3405600D+02  0.1405600D+02  0.2605600D+02
    30  0.3405600D+02  0.2205600D+02  0.2605600D+02
    31  0.3405600D+02  0.3005600D+02  0.2605600D+02
    32  0.3405600D+02  0.3805600D+02  0.2605600D+02
    33  0.2205600D+02  0.1405600D+02  0.3005600D+02
    34  0.2205600D+02  0.2205600D+02  0.3005600D+02
    35  0.2205600D+02  0.3005600D+02  0.3005600D+02
    36  0.2205600D+02  0.3805600D+02  0.3005600D+02
    37  0.2605600D+02  0.1805600D+02  0.3005600D+02
    38  0.2605600D+02  0.2605600D+02  0.3005600D+02
    39  0.2605600D+02  0.3405600D+02  0.3005600D+02
    40  0.2605600D+02  0.4205600D+02  0.3005600D+02
    41  0.3005600D+02  0.1405600D+02  0.3005600D+02
    42  0.3005600D+02  0.2205600D+02  0.3005600D+02
    43  0.3005600D+02  0.3005600D+02  0.3005600D+02
    44  0.3005600D+02  0.3805600D+02  0.3005600D+02
    45  0.3405600D+02  0.1805600D+02  0.3005600D+02
    46  0.3405600D+02  0.2605600D+02  0.3005600D+02
    47  0.3405600D+02  0.3405600D+02  0.3005600D+02
    48  0.3405600D+02  0.4205600D+02  0.3005600D+02
    49  0.2205600D+02  0.1805600D+02  0.3405600D+02
    50  0.2205600D+02  0.2605600D+02  0.3405600D+02
    51  0.2205600D+02  0.3405600D+02  0.3405600D+02
    52  0.2205600D+02  0.4205600D+02  0.3405600D+02
    53  0.2605600D+02  0.1405600D+02  0.3405600D+02
